code,term
A115.00,Tuberculous bronchiectasis
P242.00,Macrogyria
N143.00,Sciatica
A652.00,Kyasanur forest disease
PK64.00,Proteus syndrome
Q451.00,Transient neonatal thrombocytopenia
AB31.00,Primary extrapulmonary coccidioidomycosis
K302.00,Fibroadenosis of breast
J37..00,Lumbar hernia
S3z2.00,Stress fracture
S2...00,Fracture of upper limb
PE61.00,Congenital pes planus
G530.00,Haemopericardium
SG02.00,Foreign body in lacrimal punctum
A36..00,Meningococcal infection
F550.00,Tympanosclerosis
PH50.00,Anonychia
GA...00,Rheumatic heart disease
G332.00,Coronary artery spasm
F142.00,Primary cerebellar degeneration
M260.00,Acne varioliformis
F563.00,Labyrinthitis
PG06.00,Imperfect fusion of skull
F45..00,Glaucoma
43cF.00,Heterophile antibody screen
S01..00,Skull base fracture
8GA0.00,Crisis intervention
P352.00,Congenital chorioretinal degeneration
A231.00,Brucella abortus
PFy3.00,Distal arthrogryposis syndrome
M086.00,Cellulitis of ankle
PK44.00,Xiphopagus
G00..00,Rheumatic fever without heart involvement
J555.00,Sclerosing peritonitis
SG43.00,Foreign body in lung
J575.00,Abscess of intestine
N248.00,Fibromyalgia
F20..00,Multiple sclerosis
PG57.00,Familial infantile cortical hyperostosis
PE02.00,Potter's facies
S776.00,Injury of ureter
PE21.00,Congenital postural lordosis
S351.00,Open fracture of calcaneus
F210.00,Neuromyelitis optica
1B1G.00,Headache
7046.00,Therapeutic spinal puncture
M141.00,Subcorneal pustular dermatosis
K133.00,Stricture of ureter
J654.00,Perforation of gallbladder
F363.00,Refsum's disease
P230.00,Aqueduct of Sylvius anomaly
J150.00,Acute gastritis
SG30.00,Foreign body in pharynx
E022.00,Pathological drug intoxication
PG32.00,Congenital fissure of the sternum
F021.00,Eosinophilic meningitis
D307.00,Acquired coagulation factor deficiency
E106.00,Residual schizophrenia
A94..00,Neurosyphilis
K0B6.00,Balkan nephropathy
G410.00,Pulmonary arterial hypertension
A331.00,Bordetella parapertussis
PB12.00,Congenital obstruction of small intestine
1BW..00,Poor concentration
P3y0.00,Ocular albinism
G0...00,Acute rheumatic fever
E122.00,Paraphrenia
J000.00,Anodontia
H041.00,Acute tracheitis
PK22.00,Persistent thyroglossal duct
H111.00,Polypoid sinus degeneration
N006.00,Antiphospholipid syndrome
P442.00,Cervical auricle
K5B3.00,Female infertility of uterine origin
F110.00,Alzheimer's disease
A175.00,Tuberculosis of thyroid gland
SA...00,Open wound of lower limb
K280.00,Seminal vesiculitis
1AZ2.00,Fertility problem
N12A.00,Post-laminectomy syndrome
F4G6.00,Retrobulbar foreign body
K301.00,Fibrocystic disease of breast
S02..00,Fracture of facial bone
F040.00,Intracranial abscess
A842.00,Quartan malaria
C384.00,Hypervitaminosis D
M184.00,Dermatitis artefacta
C240.00,Vitamin A deficiency with conjunctival xerosis
A33..00,Whooping cough
F437.00,Choroidal detachment
G560.00,Complete atrioventricular block
A055.00,Amoebic brain abscess
N234.00,Laxity of ligament
TL9..00,Homicide
F256.00,Infantile spasms
N387.00,Cauliflower ear
136J.00,Social drinker
J665.00,Spasm of sphincter of Oddi
1S01.00,Jamais vu
G674.00,Cerebral arteritis
1AC2.00,Polyuria
C365.00,Volume depletion
G870.00,Orthostatic hypotension
PG4D.00,Metaphyseal chondrodysplasia
PG0B.00,Trigonocephaly
1BG..00,Flight of ideas
J075.00,Sialolithiasis
PG04.00,Craniofacial dysostosis
A992.00,Granuloma inguinale
651..00,Cholera vaccination
G5yA.00,Rheumatoid carditis
A799.00,Cytomegalovirus infection
A785.00,Cytomegalic inclusion disease
S241.00,Open fracture of carpal bone
7050.00,Excision of peripheral nerve
8742.00,Therapeutic pneumothorax
K303.00,Fibrosclerosis of breast
PB11.00,Congenital absence of small intestine
P2x2.00,Familial dysautonomia
1B96.00,Speech impairment
C170.00,Testicular hyperfunction
1BX9.00,Light sleep
L295.00,Elderly primigravida
H40..00,Coal workers' pneumoconiosis
7051.00,Destruction of peripheral nerve
K222.00,Atrophy of prostate
K567.00,Polyp of vagina
7E20.00,Partial excision of ovary
N230.00,Infective myositis
1DCH.00,Throbbing pain
A117.00,Tuberculous pneumothorax
4678.00,Proteinuria
C21..00,Nutritional marasmus
S210.00,Closed fracture of scapula
182..00,Chest pain
P66..00,Congenital mitral insufficiency
H160.00,Chronic laryngitis
P234.00,Hydranencephaly
J530.00,Anal fissure
44xC.00,Therapeutic drug monitoring assay
4JI4.00,Blood culture
N336.00,Tietze's disease
J662.00,Obstruction of bile duct
1944.00,Swallowing painful
PD30.00,Accessory kidney
F517.00,Patulous eustachian tube
P54..00,Ventricular septal defect
P541.00,Interventricular septal defect
F345.00,Mononeuritis multiplex
AC12.00,Paragonimiasis
SP16.00,Late amputation stump complication
4M20.00,Lymphoma stage I
M120.00,Contact dermatitis due to detergents
PB51.00,Dolichocolon
L465.00,Suppressed lactation
42J..00,Neutrophil count
C141.00,Abscess of thymus
2FR..00,Butterfly rash
1S40.00,Dysphoric mood
K5B5.00,Female infertility of vaginal origin
AC55.00,Mansonella ozzardi infection
1S1..00,Flashbacks
P225.00,Holoprosencephaly
P224.00,Arhinencephaly
1M10.00,Knee pain
A911.00,Primary anal syphilis
K241.00,Epididymitis
G111.00,Rheumatic mitral insufficiency
G821.00,Thrombophlebitis migrans
N004.00,Polymyositis
8631.00,Light therapy
PC33.00,Bicornuate uterus
AD5..00,Sarcoidosis
L165.00,Asymptomatic bacteriuria in pregnancy
J030.00,Acute gingivitis
A861.00,Chagas' disease with other organ involvement
1AD..00,Vaginal dryness
S33A.00,Fracture of tibia
G24..00,Secondary hypertension
G76B.00,Vasculitis
D411.00,Chronic lymphadenitis
P01..00,Craniorachischisis
A161.00,Tuberculosis of bladder
7L19.00,Subcutaneous injection
SG11.00,Foreign body in auricle
C132.00,Panhypopituitarism
S821.00,Open wound of external ear with complication
PA15.00,Microglossia
J020.00,Pulpitis
J370.00,Lumbar hernia with gangrene
M152.00,Erythema nodosum
SG10.00,Foreign body in external auditory canal
J088.00,Oral submucous fibrosis
313B.00,Audiogram
761G.00,Intubation of stomach
S200.00,Closed fracture of clavicle
F364.00,Idiopathic progressive polyneuropathy
H582.00,Compensatory emphysema
M160.00,Psoriatic arthropathy
G576.00,Ectopic beats
N133.00,Cervicobrachial syndrome
PE42.00,Congenital bowing of femur
A364.00,Meningococcal carditis
J371.00,Lumbar hernia with obstruction
AB13.00,Black piedra
857..00,Vibration
J433.00,Dietetic gastroenteritis
AC76.00,Trichostrongyliasis
S127.00,Fracture of rib
PF61.00,Congenital coxa valga
A541.00,Genital herpes simplex
SG20.00,Foreign body in nostril
SP25.00,Postoperative infection
C139.00,Hypogonadotropic hypogonadism
H223.00,Streptococcal pneumonia
J360.00,Ischiorectal hernia with gangrene
F500.00,Perichondritis of pinna
8344.00,Plaster cast
M146.00,Mucous membrane pemphigoid
44m..00,Lactose tolerance test
F462.00,Traumatic cataract
K197.00,Haematuria
65D..00,Rabies vaccination
PG5A.00,Diaphyseal dysplasia
C28..00,Vitamin D deficiency
J623.00,Portal hypertension
G651.00,Vertebral artery syndrome
L03..00,Ectopic pregnancy
A952.00,Syphilitic peritonitis
F532.00,Petrositis
7272.00,Destruction of lesion of retina
PJy2.00,XXX syndrome
43bH.00,Interferon gamma assay
SN12.00,Frostbite of foot
J107.00,Mallory-Weiss syndrome
A203.00,Primary pneumonic plague
1966.00,Infantile colic
P335.00,Congenital aphakia
J3B0.00,Retroperitoneal hernia with gangrene
C242.00,Vitamin A deficiency with corneal xerosis
8F48.00,Sheltered employment
AB12.00,Tinea blanca
K251.00,Adherent prepuce
A90..00,Congenital syphilis
A131.00,Tuberculoma of meninges
C1z2.00,Carcinoid syndrome
H130.00,Chronic maxillary sinusitis
L010.00,Blighted ovum
1B48.00,Burning feet
J541.00,Ischiorectal abscess
N074.00,Chondromalacia patellae
A363.00,Waterhouse-Friderichsen syndrome
H52..00,Pneumothorax
7H51.00,Excision of muscle
PE31.00,Congenital subluxation of hip
G721.00,Aneurysm of renal artery
A03..00,Shigellosis
M290.00,Chloasma
G211.00,Benign hypertensive heart disease
1DC1.00,Burning pain
6652.00,Mental state
151I.00,Missed period
PG5C.00,Craniometaphyseal dysplasia
A56..00,Rubella
C250.00,Beriberi
P815.00,Congenital notching of tip of nose
K101.00,Acute pyelonephritis
M151.00,Erythema multiforme
PK03.00,Congenital splenomegaly
PD43.00,Displaced ureteric orifice
1924.00,Loss of taste
C121.00,Hypoparathyroidism
A72..00,Mumps
7303.00,Drainage of external ear
SN46.00,Motion sickness
54I..00,Placentography
C16..00,Ovarian dysfunction
A794.00,Ebola virus disease
M089.00,Cellulitis of neck
J051.00,Acquired absence of teeth
PB0..00,Meckel's diverticulum
PB03.00,Persistent omphalomesenteric duct
S27..00,Multiple fractures of hand bones
J663.00,Perforation of bile duct
SG00.00,Corneal foreign body
SC00.00,Late effect of fracture of skull and face bones
G531.00,Adhesive pericarditis
A943.00,Asymptomatic neurosyphilis
K103.00,Pyeloureteritis cystica
F26..00,Migraine
AC15.00,Metagonimiasis
SN15.00,Chilblains
PD33.00,Discoid kidney
PC01.00,Accessory ovary
A234.00,Brucella canis
P4y2.00,Macrostomia
M280.00,Allergic urticaria
PB74.00,Annular pancreas
E245.00,Hallucinogen dependence
L132.00,Vomiting during third trimester of pregnancy
G2...00,Hypertensive disease
G22..00,Hypertensive renal disease
C051.00,Subacute thyroiditis
F470.00,Hypermetropia
P112.00,Hydromyelocele
2JF..00,"Determination of outcome, satisfactory to patient"
AC53.00,Onchocerciasis
SN40.00,Effects of lightning
F412.00,Serous retinal detachment
K15..00,Cystitis
PG15.00,Congenital fusion of spine
K104.00,Xanthogranulomatous pyelonephritis
H133.00,Chronic sphenoidal sinusitis
P351.00,Fundus coloboma
655..00,Pertussis vaccination
K585.00,Pelvic congestion syndrome
L05..00,Legally induced abortion
PH55.00,Congenital pachyonychia
K5B2.00,Female infertility of tubal origin
F461.00,Senile cataract
PK23.00,Thyroglossal duct cyst
PB25.00,Congenital stricture of rectum
K250.00,Redundant prepuce
A855.00,American mucocutaneous leishmaniasis
F141.00,Hereditary spastic paraplegia
659..00,Smallpox vaccination
K161.00,Intestinovesical fistula
H13..00,Chronic sinusitis
K111.00,Hydroureteronephrosis
A780.00,Molluscum contagiosum infection
J380.00,Obturator hernia with gangrene
L40..00,Puerperal sepsis
M250.00,Anhidrosis
4428.00,Free thyroxine index
PB53.00,Transposition of intestine
J34..00,Diaphragmatic hernia
H591.00,Chronic respiratory failure
8E81.00,Resistive exercise
8E11.00,Orthoptic training
586..00,Thermography
8734.00,Artificial respiration
E2A3.00,Post-encephalitic syndrome
N301.00,Chronic osteomyelitis
F474.00,Presbyopia
PK4..00,Conjoined twins
H221.00,Pseudomonal pneumonia
TC40.00,Fall from playground equipment
1BA8.00,Temporal headache
F4D0.00,Blepharitis
1B6B.00,Febrile convulsion
A3A2.00,Whipple's disease
F400.00,Purulent endophthalmitis
PD38.00,Horseshoe kidney
F244.00,Monoplegia of upper limb
M171.00,Lichen nitidus
Q404.00,Omphalitis of the newborn
AB61.00,Sporotrichosis
A600.00,Sylvatic yellow fever
42f..00,Hess test
M281.00,Idiopathic urticaria
G580.00,Congestive heart failure
F366.00,Polyneuropathy
42L..00,Basophil count
8F1..00,Recreational therapy
K315.00,Galactocele
AB65.00,Cryptococcosis
7522.00,Incision of tongue
H531.00,Abscess of mediastinum
42jG.00,Activated partial thromboplastin time
F595.00,Low frequency deafness
C244.00,Vitamin A deficiency with keratomalacia
F367.00,Peripheral neuropathy
J021.00,Necrosis of the pulp
A987.00,Gonococcal proctitis
PK05.00,Congenital lobulation of spleen
2447.00,Pulsus alternans
A864.00,Rhodesian trypanosomiasis
J072.00,Sialoadenitis
K11..00,Hydronephrosis
A083.00,Diarrhoea of presumed infectious origin
42K2.00,Eosinopenia
1968.00,Abdominal discomfort
137I.00,Passive smoker
Q403.00,Tetanus neonatorum
A201.00,Cellulocutaneous plague
F231.00,Infantile hemiplegia
S961.00,Traumatic amputation of finger with complication
L311.00,Secondary uterine inertia
F321.00,Glossopharyngeal neuralgia
136O.00,Moderate drinker
A340.00,Streptococcal sore throat
A392.00,Abdominal actinomycosis
AC61.00,Necator americanus
F590.00,Conductive hearing loss
AC81.00,Gnathostomiasis
L281.00,Premature rupture of membranes
AC52.00,Loiasis
A160.00,Tuberculosis of kidney
561..00,Fluoroscopy
SN3..00,Effects of air pressure
A903.00,Syphilitic interstitial keratitis
A140.00,Tuberculous peritonitis
A35..00,Erysipelas
F4G1.00,Chronic inflammation of orbit
1B1d.00,Hypnagogic hallucination
PD45.00,Ectopic ureter
3177.00,Uroflowmetry
856..00,Acupuncture
AC36.00,Hymenolepiasis
8F24.00,Vocational schooling
7H15.00,Repair of umbilical hernia
N372.00,Acquired lordosis
L011.00,Carneous mole
G87..00,Hypotension
668A.00,Normal vision
P8y4.00,Congenital pulmonary lymphangiectasis
4668.00,Glycosuria
H563.00,Idiopathic fibrosing alveolitis
N124.00,Schmorl's nodes
G551.00,Hypertrophic obstructive cardiomyopathy
J071.00,Hypertrophy of salivary gland
P53..00,Common ventricle
J090.00,Glossitis
G411.00,Kyphoscoliotic heart disease
PA70.00,Congenital cardiospasm
PF2..00,Reduction deformity of upper limb
J310.00,Femoral hernia with gangrene
F112.00,Senile degeneration of brain
42X..00,Reticulocyte count
K271.00,Balanoposthitis
G762.00,Rupture of artery
F270.00,Cataplexy
AB32.00,Coccidioidal meningitis
P76B.00,Multiple renal arteries
8B66.00,Anticonvulsant therapy
P6y5.00,Congenital heart block
8Ci..00,Application of eye pad
PK62.00,Von Hippel-Lindau syndrome
G52..00,Acute myocarditis
M272.00,Skin ulcer
L125.00,Severe pre-eclampsia
Q32..00,Neonatal respiratory distress syndrome
G02..00,Rheumatic chorea
S3...00,Fracture of bone of lower limb
M083.00,Cellulitis of trunk
43bS.00,Serologic test for herpes simplex
858..00,Hydrotherapy
F284.00,Compression of brain
8F12.00,Diversional therapy
PA6..00,Congenital hiatus hernia
P23..00,Congenital hydrocephalus
P82..00,Congenital web of larynx
7733.00,Repair of anus
PH53.00,Congenital leukonychia
AB68.00,Phaeohyphomycosis
J012.00,Abrasion of teeth
AB52.00,Lobomycosis
F355.00,Tarsal tunnel syndrome
J691.00,Tropical sprue
65A1.00,Measles vaccination
A500.00,Variola major
J160.00,Achlorhydria
H421.00,Simple silicosis
A621.00,Western equine encephalitis
PKyB.00,CHARGE association
H5y2.00,Mediastinitis
A18..00,Miliary tuberculosis
F4E6.00,Blepharochalasis
A811.00,Brill's disease
H122.00,Chronic nasopharyngitis
S211.00,Open fracture of scapula
1BS5.00,Normal libido
PD31.00,Congenital calculus of kidney
PG01.00,Acrocephaly
PG07.00,Oxycephaly
PG0A.00,Tower skull
J070.00,Atrophy of salivary gland
G203.00,Diastolic hypertension
K260.00,Azoospermia
N114.00,Lumbosacral spondylosis without myelopathy
M05..00,Impetigo
PF29.00,Congenital absence of finger
A232.00,Brucella suis
PE30.00,Congenital dislocation of hip
A711.00,Urban rabies
N023.00,Gouty arthritis
S00..00,Fracture of vault of skull
C1A..00,Insulin resistance
PA5..00,Congenital hypertrophic pyloric stenosis
J55..00,Peritonitis
G540.00,Mitral valve incompetence
K01w.00,Congenital nephrotic syndrome
K597.00,Postcoital bleeding
M28..00,Urticaria
PD61.00,Congenital obstruction of urethra
PD3B.00,Malrotation of kidney
F12..00,Parkinson's disease
F120.00,Paralysis agitans
M12C.00,Radiodermatitis
A173.00,Tuberculosis of eye
P412.00,Supernumerary ear lobule
1S02.00,Deja entendu
M296.00,Melanoderma
K281.00,Spermatocele
7731.00,Excision of lesion of anus
7025.00,Excision of lesion of cranial nerve
44ug.00,Pentobarbital measurement
P250.00,Diastematomyelia
L0A..00,Failed attempted abortion
M220.00,Cutaneous horn
PK14.00,Ectopic adrenal gland
PK10.00,Aberrant adrenal gland
PD44.00,Double ureter
1DC9.00,Shooting pain
G400.00,Acute cor pulmonale
L06..00,Illegally induced abortion
1A55.00,Dysuria
F211.00,Schilder's disease
171..00,Cough
Q441.00,Neonatal diabetes mellitus
H422.00,Complicated silicosis
J035.00,Periodontosis
PKyL.00,FG syndrome
J31..00,Femoral hernia
6573.00,Plague vaccination
A323.00,Laryngeal diphtheria
1BN..00,Wandering
8E23.00,Dyslexia training
J610.00,Alcoholic fatty liver
N093.00,Palindromic rheumatism
46N..00,Urine protein
G672.00,Hypertensive encephalopathy
A955.00,Syphilis of bone
4M71.00,Clark melanoma level 2
F361.00,Peroneal muscular atrophy
M101.00,Seborrhoeic dermatitis
F22..00,Hemiplegia
65F5.00,Mumps vaccination
1331.00,Single
A200.00,Bubonic plague
S227.00,Fracture of shaft of humerus
PC51.00,Ectopic testis
K552.00,Leukoplakia of cervix
PH63.00,Accessory nipple
PH65.00,Supernumerary nipple
S32..00,Fracture of patella
F001.00,Pneumococcal meningitis
L444.00,Placental polyp
M284.00,Vibratory urticaria
H435.00,Stannosis
J624.00,Hepatorenal syndrome
13WC.00,Incest
C362.00,Acidosis
H1y6.00,Larynx - oedema
13zk.00,Sephardic Jew
K570.00,Dystrophy of vulva
J122.00,Duodenal ulcer disease
8E71.00,Therapeutic exercise
8312.00,Application of sling
PB42.00,Universal mesentery
J172.00,Chronic duodenal ileus
K01..00,Nephrotic syndrome
P204.00,Meningoencephalocele
H355.00,Mushroom workers' lung
G731.00,Thromboangiitis obliterans
K5A3.00,Postmenopausal atrophic vaginitis
SG01.00,Foreign body in conjunctival sac
J3...00,Hernia of abdominal cavity
A3A3.00,Necrobacillosis
1B38.00,Motor dysfunction
1DCA.00,Rest pain
C290.00,Vitamin K deficiency
F286.00,Chronic fatigue syndrome
H110.00,Polyp of nasal cavity
S881.00,Open wound of penis with complication
N225.00,Rupture of synovium
A620.00,JE - Japanese encephalitis
E212.00,Schizoid personality disorder
AC75.00,Capillariasis
8F11.00,Manual arts therapy
J664.00,Fistula of bile duct
J176.00,Hourglass stricture of stomach
P10..00,Spina bifida with hydrocephalus
7B41.00,Repair of urethra
85A..00,Prosthesis
N328.00,Juvenile osteochondrosis of spine
F4C0.00,Acute conjunctivitis
M002.00,Carbuncle of trunk
P200.00,Encephalocystocele
1531.00,Gravida 0
K506.00,Endometriosis in scar of skin
J011.00,Excessive attrition of teeth
PG34.00,Sternum bifidum
L100.00,Threatened abortion
F242.00,Diplegia of upper limbs
8F43.00,Vocational training
7804.00,Incision of liver
G210.00,Malignant hypertensive heart disease
AC14.00,Fasciolopsiasis
SG40.00,Foreign body in trachea
S314.00,Fracture of shaft of femur
3119.00,Electroencephalogram
197C.00,Lower abdominal pain
M10..00,Erythematosquamous dermatosis
C047.00,Subclinical hypothyroidism
PD80.00,Duplex kidney
A052.00,Amoebic nondysenteric colitis
N238.00,Muscle contracture
1S20.00,Hypermnesia
1DC3.00,Stabbing pain
K557.00,Mucous polyp of cervix
42Q8.00,Thrombin time
H050.00,Acute laryngopharyngitis
G670.00,Cerebral atherosclerosis
